?????????????????????,37036689.62000012,2779983.339999978,0.07506025426469984
???????????,33554166.30000013,2525432.249999966,0.07526434206174737
???????,29140333.290000103,2206528.95999997,0.07572078665130334
??????????,8125487.859999993,619242.7200000023,0.07620991264394097
????????,1399330.7600000007,105186.43999999996,0.07516910440816717
??????,1315045.6600000004,98731.54,0.07507841210623817
-,238965.24,18984.740000000005,0.07944561309418896
,0,0,
